game_pk,game_date,home_team,away_team,home_team_id,away_team_id,home_score,away_score,home_win,point_diff,home_sp_id,away_sp_id,HOME_L10_WIN_PCT,HOME_L5_WIN_PCT,HOME_L20_WIN_PCT,HOME_L10_RD,HOME_L5_RD,HOME_L20_RD,HOME_L10_RUNS_FOR,HOME_L10_RUNS_AGN,HOME_L20_RUNS_FOR,HOME_L20_RUNS_AGN,AWAY_L10_WIN_PCT,AWAY_L5_WIN_PCT,AWAY_L20_WIN_PCT,AWAY_L10_RD,AWAY_L5_RD,AWAY_L20_RD,AWAY_L10_RUNS_FOR,AWAY_L10_RUNS_AGN,AWAY_L20_RUNS_FOR,AWAY_L20_RUNS_AGN,HOME_SP_ERA,HOME_SP_WHIP,HOME_SP_K9,HOME_SP_FIP,HOME_SP_BB9,HOME_SP_K_BB_PCT,HOME_SP_HR9,HOME_SP_IP,HOME_SP_IS_LEFT,AWAY_SP_ERA,AWAY_SP_WHIP,AWAY_SP_K9,AWAY_SP_FIP,AWAY_SP_BB9,AWAY_SP_K_BB_PCT,AWAY_SP_HR9,AWAY_SP_IP,AWAY_SP_IS_LEFT,HOME_BP_ERA,HOME_BP_WHIP,HOME_BP_K_BB,HOME_BP_IP_LAST_3D,HOME_BP_IP_YESTERDAY,HOME_BP_RELIEVERS_LAST_3D,HOME_BP_RELIEVERS_YESTERDAY,HOME_BP_TOP_USED_YESTERDAY,AWAY_BP_ERA,AWAY_BP_WHIP,AWAY_BP_K_BB,AWAY_BP_IP_LAST_3D,AWAY_BP_IP_YESTERDAY,AWAY_BP_RELIEVERS_LAST_3D,AWAY_BP_RELIEVERS_YESTERDAY,AWAY_BP_TOP_USED_YESTERDAY,WIN_PCT_DIFF,RD_DIFF,ERA_DIFF,WHIP_DIFF,K9_DIFF,FIP_DIFF,BB9_DIFF,K_BB_PCT_DIFF,HR9_DIFF,SP_IP_DIFF,SP_HAND_DIFF,WIN_PCT_DIFF_L20,RD_DIFF_L20,BP_ERA_DIFF,BP_WHIP_DIFF,BP_K_BB_DIFF,BP_IP_LAST_3D_DIFF,BP_IP_YESTERDAY_DIFF,BP_RELIEVERS_LAST_3D_DIFF,BP_RELIEVERS_YESTERDAY_DIFF,BP_TOP_USED_YESTERDAY_DIFF,BALLPARK_FACTOR
778449,2025-04-05,PIT,NYY,134,147,4,10,0,-6,663559.0,573186.0,0.25,0.2,0.25,-2.125,-3.2,-2.125,2.875,5.0,2.875,5.0,0.7143,0.6,0.7143,3.7143,2.6,3.7143,8.8571,5.1429,8.8571,5.1429,4.2,1.2733,8.0,3.8533,2.56,0.148,0.92,6.0,0,4.7,1.2978,8.0778,4.5044,3.0022,0.138,1.2711,4.666666666666667,0,3.9438,1.5843,1.6,7.333,5.333,6,3,0,5.4684,1.2911,2.5,10.0,3.333,8,3,1,-0.46430000000000005,-5.8393,-0.5,-0.024499999999999966,-0.07779999999999987,-0.6511000000000005,-0.44220000000000015,0.009999999999999981,-0.35109999999999986,1.333333333333333,0,-0.46430000000000005,-5.8393,-1.5246,0.2932000000000001,-0.8999999999999999,-2.667,2.0,-2,0,-1,0.97
778448,2025-04-05,PHI,LAD,143,119,1,3,0,-2,605400.0,808963.0,0.8571,0.8,0.8571,2.4286,1.6,2.4286,5.1429,2.7143,5.1429,2.7143,0.8571,0.8,0.8571,2.1429,2.2,2.1429,5.2857,3.1429,5.2857,3.1429,5.2,1.2689,9.3889,4.4789,2.6311,0.1811,1.5456,5.333333333333333,0,4.85,1.4611,8.6278,4.5528,4.2222,0.1277,1.0861,1.6666666666666663,0,3.7969,1.5938,3.1,7.0,2.0,8,3,1,2.2979,0.9894,4.2,7.0,2.0,5,2,1,0.0,0.28569999999999984,0.35000000000000053,-0.19220000000000015,0.761099999999999,-0.07390000000000008,-1.5911,0.0534,0.4595,3.666666666666667,0,0.0,0.28569999999999984,1.499,0.6044000000000002,-1.1,0.0,0.0,3,1,0,1.04
778452,2025-04-05,WSH,AZ,120,109,4,3,1,1,680730.0,593958.0,0.1429,0.2,0.1429,-2.0,-1.0,-2.0,3.5714,5.5714,3.5714,5.5714,0.625,0.8,0.625,1.125,1.4,1.125,6.375,5.25,6.375,5.25,3.55,1.3256,8.2056,3.9739,3.1244,0.1378,0.9072,6.333333333333333,0,4.6,1.2689,8.4889,4.9789,3.5311,0.1362,1.5456,5.333333333333333,0,7.2254,1.9437,0.9474,7.0,4.0,7,5,1,4.2472,1.0112,7.0,9.667,3.0,9,3,1,-0.4821,-3.125,-1.0499999999999998,0.05669999999999997,-0.2832999999999988,-1.0050000000000003,-0.40669999999999984,0.001600000000000018,-0.6384000000000001,1.0,0,-0.4821,-3.125,2.9781999999999993,0.9324999999999999,-6.0526,-2.667,1.0,-2,2,0,0.96
778450,2025-04-05,CHC,SD,112,135,7,1,1,6,571510.0,601713.0,0.75,0.8,0.75,2.75,4.8,2.75,7.375,4.625,7.375,4.625,0.875,0.8,0.875,2.875,3.6,2.875,4.625,1.75,4.625,1.75,3.75,1.3167,8.5833,4.125,3.5667,0.136,0.9583,5.0,0,3.45,1.03,7.7167,3.815,2.4533,0.1556,0.8817,7.0,0,6.4648,1.9014,1.2308,4.667,1.667,5,2,1,0.6,0.7667,3.3,6.0,3.333,6,3,1,-0.125,-0.125,0.2999999999999998,0.28669999999999995,0.8665999999999991,0.31000000000000005,1.1134,-0.01959999999999998,0.0766,-2.0,0,-0.125,-0.125,5.864800000000001,1.1347,-2.0692,-1.3330000000000002,-1.6660000000000001,-1,-1,0,1.02
778440,2025-04-05,MIN,HOU,142,117,6,1,1,5,641927.0,681293.0,0.2857,0.4,0.2857,-2.1429,-1.8,-2.1429,3.1429,5.2857,3.1429,5.2857,0.4286,0.4,0.4286,-0.8571,-1.2,-0.8571,2.4286,3.2857,2.4286,3.2857,6.5,1.5511,8.6444,5.2144,3.8156,0.1321,1.6478,2.6666666666666665,0,3.9,1.14,8.3,3.9867,3.16,0.1446,0.92,6.0,0,2.6667,1.1481,2.7,6.0,0.0,5,0,0,2.3478,1.0,3.2,7.0,0.0,6,0,0,-0.14289999999999997,-1.2858,2.6,0.4111,0.3443999999999985,1.2277000000000005,0.6555999999999997,-0.012500000000000011,0.7277999999999999,-3.3333333333333335,0,-0.14289999999999997,-1.2858,0.3189000000000002,0.1480999999999999,-0.5,-1.0,0.0,-1,0,0,0.98
778445,2025-04-05,DET,CWS,116,145,7,2,1,5,681857.0,663436.0,0.4286,0.6,0.4286,0.0,0.8,0.0,4.8571,4.8571,4.8571,4.8571,0.2857,0.2,0.2857,0.1429,-1.0,0.1429,3.8571,3.7143,3.8571,3.7143,5.0,1.2978,8.6778,4.4711,3.3022,0.1458,1.2711,4.666666666666667,0,3.6,1.24,7.4,4.1867,3.16,0.116,0.92,6.0,0,6.0,1.0,4.1667,5.667,3.333,5,3,1,4.6184,1.3421,3.75,9.0,4.333,5,2,1,0.14289999999999997,-0.1429,1.4,0.057800000000000074,1.2777999999999992,0.28439999999999976,0.14219999999999988,0.029800000000000007,0.35109999999999986,-1.333333333333333,0,0.14289999999999997,-0.1429,1.3815999999999997,-0.34210000000000007,0.4166999999999996,-3.333,-1.0,0,1,0,1.01
778441,2025-04-05,KC,BAL,118,110,1,8,0,-7,608379.0,608372.0,0.4286,0.4,0.4286,0.5714,1.2,0.5714,4.4286,3.8571,4.4286,3.8571,0.375,0.2,0.375,-0.5,-2.4,-0.5,4.75,5.25,4.75,5.25,4.2,1.3933,7.9667,4.4633,3.9733,0.1109,0.9967,4.0,0,4.5,1.3267,7.6667,4.33,3.3733,0.1183,0.9967,4.0,0,3.2143,1.1786,1.9091,8.333,3.0,10,3,1,4.1087,1.4348,2.125,10.667,3.667,9,3,1,0.05359999999999998,1.0714000000000001,-0.2999999999999998,0.06659999999999999,0.3000000000000007,0.1333000000000002,0.6000000000000001,-0.007400000000000004,0.0,0.0,0,0.05359999999999998,1.0714000000000001,-0.8943999999999996,-0.2562,-0.21589999999999998,-2.3339999999999996,-0.6669999999999998,1,0,0,0.97
778427,2025-04-06,SF,SEA,137,136,5,4,1,1,663855.0,693433.0,0.875,1.0,0.875,2.25,2.8,2.25,5.5,3.25,5.5,3.25,0.3333,0.2,0.3333,-1.6667,-1.8,-1.6667,3.1111,4.7778,3.1111,4.7778,3.6,1.14,8.6,3.92,3.16,0.1541,0.92,6.0,0,3.9,1.2067,8.3,4.42,3.16,0.1421,1.22,6.0,0,1.6701,1.1134,2.8,11.667,3.0,9,2,1,3.8919,1.5676,2.0667,10.333,2.667,10,2,1,0.5417000000000001,3.9167,-0.2999999999999998,-0.0667000000000002,0.29999999999999893,-0.5,0.0,0.011999999999999983,-0.29999999999999993,0.0,0,0.5417000000000001,3.9167,-2.2218,-0.45420000000000016,0.7332999999999998,1.3339999999999996,0.3330000000000002,-1,0,0,0.97
778423,2025-04-06,COL,ATH,115,133,12,5,1,7,801403.0,683155.0,0.125,0.0,0.125,-2.375,-3.4,-2.375,2.25,4.625,2.25,4.625,0.4444,0.4,0.4444,-1.5556,-4.0,-1.5556,4.0,5.5556,4.0,5.5556,4.5,1.3,8.5,4.35,3.2,0.145,1.15,0.0,0,5.7,1.56,7.9667,5.7633,3.9733,0.1146,1.8967,4.0,0,7.7143,1.9091,1.1875,12.667,4.0,13,4,1,5.7273,1.697,1.9048,8.667,2.667,8,3,1,-0.3194,-0.8193999999999999,-1.2000000000000002,-0.26,0.5332999999999997,-1.4133000000000004,-0.7732999999999999,0.030399999999999996,-0.7467000000000001,-4.0,0,-0.3194,-0.8193999999999999,1.987,0.21209999999999996,-0.7173,4.0,1.3330000000000002,5,1,0,1.13
778420,2025-04-06,TEX,TB,140,139,4,3,1,1,677958.0,656876.0,0.7778,0.8,0.7778,-0.2222,-0.8,-0.2222,3.2222,3.4444,3.2222,3.4444,0.5,0.4,0.5,0.875,1.0,0.875,3.875,3.0,3.875,3.0,5.85,1.47,8.55,5.1017,3.48,0.1361,1.635,3.0,0,3.75,1.15,8.2833,3.8917,2.6667,0.16,0.9583,5.0,0,3.1154,1.1827,3.3636,7.333,3.333,8,4,1,3.0,0.8333,7.0,4.0,3.0,4,3,1,0.27780000000000005,-1.0972,2.0999999999999996,0.32000000000000006,0.26670000000000016,1.21,0.8132999999999999,-0.023900000000000005,0.6767,-2.0,0,0.27780000000000005,-1.0972,0.11540000000000017,0.34940000000000004,-3.6364,3.333,0.3330000000000002,4,1,0,1.03
778430,2025-04-06,CHC,SD,112,135,7,8,0,-1,676962.0,606996.0,0.7778,1.0,0.7778,3.1111,6.8,3.1111,7.3333,4.2222,7.3333,4.2222,0.7778,0.6,0.7778,1.8889,1.4,1.8889,4.2222,2.3333,4.2222,2.3333,4.65,1.35,8.5833,4.4583,3.2667,0.1426,1.2583,5.0,0,4.35,1.2833,8.2833,4.8583,2.9667,0.1471,1.5583,5.0,0,6.075,1.8,1.3846,4.667,3.0,5,3,1,1.5429,0.9429,2.4667,8.333,5.0,6,3,1,0.0,1.2222,0.3000000000000007,0.06669999999999998,0.29999999999999893,-0.39999999999999947,0.30000000000000027,-0.004500000000000004,-0.30000000000000004,0.0,0,0.0,1.2222,4.5321,0.8571000000000001,-1.0820999999999998,-3.6660000000000004,-2.0,-1,0,0,1.02
778421,2025-04-06,MIL,CIN,158,113,8,2,1,6,694477.0,686730.0,0.4444,0.8,0.4444,-3.1111,0.8,-3.1111,3.7778,6.8889,3.7778,6.8889,0.3333,0.2,0.3333,0.7778,0.0,0.7778,4.1111,3.3333,4.1111,3.3333,4.25,1.3544,8.6944,4.5661,3.7956,0.1321,1.2328,5.666666666666667,0,3.9,1.2067,8.3,4.42,3.16,0.1421,1.22,6.0,0,7.3636,1.6364,1.8235,10.333,4.0,9,2,0,3.1558,1.2078,1.6923,8.667,4.0,10,4,1,0.11110000000000003,-3.8889,0.3500000000000001,0.14769999999999994,0.3943999999999992,0.14609999999999967,0.6355999999999997,-0.010000000000000009,0.012799999999999923,-0.33333333333333304,0,0.11110000000000003,-3.8889,4.2078,0.4286000000000001,0.13119999999999998,1.6660000000000004,0.0,-1,-2,-1,1.02
778419,2025-04-06,MIN,HOU,142,117,7,9,0,-2,663978.0,669854.0,0.375,0.6,0.375,-1.25,0.6,-1.25,3.5,4.75,3.5,4.75,0.375,0.2,0.375,-1.375,-2.4,-1.375,2.25,3.625,2.25,3.625,6.7,1.4889,8.1556,5.7889,4.0444,0.1178,1.9222,3.333333333333333,0,4.65,1.2833,8.8833,4.0583,3.5667,0.1446,0.9583,5.0,0,2.25,1.1562,3.5,9.0,5.0,8,5,1,1.9756,0.9878,3.5455,7.333,4.333,6,3,0,0.0,0.125,2.05,0.20559999999999978,-0.7277000000000005,1.7306,0.47770000000000046,-0.026800000000000004,0.9638999999999999,-1.666666666666667,0,0.0,0.125,0.2744,0.16839999999999988,-0.045500000000000096,1.6669999999999998,0.6669999999999998,2,2,1,0.98
778422,2025-04-06,KC,BAL,118,110,4,1,1,3,663460.0,700249.0,0.375,0.4,0.375,-0.375,0.6,-0.375,4.0,4.375,4.0,4.375,0.4444,0.4,0.4444,0.3333,-0.6,0.3333,5.1111,4.7778,5.1111,4.7778,3.6,1.2067,9.2,3.7867,3.16,0.166,0.92,6.0,0,4.75,1.3456,9.6722,3.8506,3.3378,0.1674,0.9839,4.333333333333333,0,4.0213,1.3723,1.5333,6.333,3.333,6,3,1,3.6699,1.3398,2.0,11.333,3.667,9,3,1,-0.06940000000000002,-0.7082999999999999,-1.15,-0.1388999999999998,-0.47220000000000084,-0.06389999999999985,-0.17779999999999996,-0.0013999999999999846,-0.06389999999999996,1.666666666666667,0,-0.06940000000000002,-0.7082999999999999,0.35139999999999993,0.03249999999999997,-0.4666999999999999,-5.0,-0.33399999999999963,-3,0,0,0.97
778428,2025-04-06,PIT,NYY,134,147,5,4,1,1,571760.0,701542.0,0.2222,0.2,0.2222,-2.5556,-4.2,-2.5556,3.0,5.5556,3.0,5.5556,0.75,0.6,0.75,4.0,2.0,4.0,9.0,5.0,9.0,5.0,4.05,1.25,7.6833,4.125,2.9667,0.1292,0.9583,5.0,0,4.35,1.25,8.2833,4.725,3.8667,0.1208,1.2583,5.0,0,4.1538,1.5865,1.619,10.333,5.0,8,5,1,4.5957,1.1809,2.625,12.0,5.0,11,4,1,-0.5278,-6.5556,-0.2999999999999998,0.0,-0.6000000000000005,-0.5999999999999996,-0.8999999999999999,0.008400000000000005,-0.29999999999999993,0.0,0,-0.5278,-6.5556,-0.4418999999999995,0.40559999999999996,-1.006,-1.6669999999999998,0.0,-3,1,0,0.97
778435,2025-04-06,NYM,TOR,121,141,2,1,1,1,656849.0,670102.0,0.625,0.8,0.625,1.25,2.2,1.25,3.875,2.625,3.875,2.625,0.5556,0.6,0.5556,-0.5556,0.2,-0.5556,3.7778,4.3333,3.7778,4.3333,4.2,1.3067,9.5,4.6867,3.46,0.164,1.52,6.0,0,4.2,1.2067,8.0,5.02,3.46,0.1247,1.52,6.0,0,1.4674,1.0435,2.9,8.667,5.0,6,3,1,6.0968,1.3871,2.7692,4.667,2.0,7,4,1,0.06940000000000002,1.8056,0.0,0.09999999999999987,1.5,-0.3332999999999995,0.0,0.0393,0.0,0.0,0,0.06940000000000002,1.8056,-4.6294,-0.3435999999999999,0.1307999999999998,4.0,3.0,-1,-1,0,0.99
778434,2025-04-06,PHI,LAD,143,119,8,7,1,1,650911.0,607192.0,0.75,0.8,0.75,1.875,2.0,1.875,4.625,2.75,4.625,2.75,0.875,0.8,0.875,2.125,1.8,2.125,5.0,2.875,5.0,2.875,4.0,1.2689,9.0889,4.3122,3.2311,0.1596,1.2456,5.333333333333333,0,3.75,1.25,9.4833,3.925,3.5667,0.1625,0.9583,5.0,0,3.3288,1.4384,2.9091,8.0,3.0,8,2,0,1.9817,0.8807,4.6,7.0,5.0,6,4,1,-0.125,-0.25,0.25,0.018899999999999917,-0.3943999999999992,0.3872,-0.3355999999999999,-0.0029000000000000137,0.2873,0.33333333333333304,0,-0.125,-0.25,1.3471000000000002,0.5576999999999999,-1.6908999999999996,1.0,-2.0,2,-2,-1,1.04
778432,2025-04-06,BOS,STL,111,138,18,7,1,11,690928.0,571945.0,0.5,0.6,0.5,0.75,1.4,0.75,5.0,4.25,5.0,4.25,0.5714,0.4,0.5714,1.8571,1.4,1.8571,7.2857,5.4286,7.2857,5.4286,4.5,1.3,8.5,4.35,3.2,0.145,1.15,0.0,0,4.3,1.2022,7.8889,4.1456,3.2311,0.1281,0.9456,5.333333333333333,0,2.7692,1.0,4.2,9.0,0.0,9,0,0,4.3953,1.2209,1.9091,5.0,0.0,4,0,0,-0.07140000000000002,-1.1071,0.20000000000000018,0.09780000000000011,0.6111000000000004,0.2043999999999997,-0.031099999999999905,0.0169,0.20439999999999992,-5.333333333333333,0,-0.07140000000000002,-1.1071,-1.6260999999999997,-0.2209000000000001,2.2909,4.0,0.0,5,0,0,1.06
778443,2025-04-06,BOS,STL,111,138,5,4,1,1,656794.0,669467.0,0.5556,0.8,0.5556,1.8889,3.8,1.8889,6.4444,4.5556,6.4444,4.5556,0.5,0.2,0.5,0.25,-2.2,0.25,7.25,7.0,7.25,7.0,5.1,1.46,8.5667,4.13,3.3733,0.1405,0.9967,4.0,0,4.35,1.2833,7.9833,4.5917,3.2667,0.1288,1.2583,5.0,0,3.3,1.0333,3.6667,9.0,0.0,9,0,0,5.5588,1.4118,1.7857,5.0,0.0,4,0,0,0.05559999999999998,1.6389,0.75,0.17669999999999986,0.583400000000001,-0.46170000000000044,0.1065999999999998,0.011700000000000016,-0.26159999999999994,-1.0,0,0.05559999999999998,1.6389,-2.2588,-0.37849999999999984,1.881,4.0,0.0,5,0,0,1.06
778429,2025-04-06,WSH,AZ,120,109,5,4,1,1,592866.0,669203.0,0.25,0.2,0.25,-1.625,-1.6,-1.625,3.625,5.25,3.625,5.25,0.5556,0.6,0.5556,0.8889,0.4,0.8889,6.0,5.1111,6.0,5.1111,4.65,1.4167,7.9833,3.9583,2.6667,0.1426,0.9583,5.0,0,4.45,1.3456,9.6722,4.8172,3.6378,0.1584,1.5839,4.333333333333333,0,7.0875,1.9125,0.8571,7.0,3.0,9,4,1,3.8571,0.9796,6.5,10.333,3.0,8,2,1,-0.3056,-2.5139,0.20000000000000018,0.07110000000000016,-1.6889000000000003,-0.8588999999999998,-0.9710999999999999,-0.01580000000000001,-0.6256,0.666666666666667,0,-0.3056,-2.5139,3.2304000000000004,0.9329000000000001,-5.6429,-3.333,0.0,1,2,0,0.96
778425,2025-04-06,LAA,CLE,108,114,6,2,1,4,542881.0,682847.0,0.625,0.6,0.625,-0.625,0.0,-0.625,5.0,5.625,5.0,5.625,0.375,0.2,0.375,-1.625,-3.8,-1.625,4.0,5.625,4.0,5.625,4.65,1.35,8.2833,4.9583,3.2667,0.136,1.5583,5.0,0,5.9,1.5311,7.7778,4.4378,3.9022,0.1105,0.9711,4.666666666666667,0,6.4125,1.9125,1.2105,7.667,4.0,5,2,0,2.9032,1.3871,2.6667,10.0,4.0,8,2,0,0.25,1.0,-1.25,-0.18109999999999982,0.5055000000000005,0.5205000000000002,-0.6355,0.02550000000000001,0.5872,0.33333333333333304,0,0.25,1.0,3.5092999999999996,0.5254000000000001,-1.4562000000000002,-2.333,0.0,-3,0,0,0.96
778433,2025-04-06,DET,CWS,116,145,4,3,1,1,695549.0,527048.0,0.5,0.8,0.5,0.625,2.6,0.625,5.125,4.5,5.125,4.5,0.25,0.2,0.25,-0.5,-1.8,-0.5,3.625,4.125,3.625,4.125,4.8,1.36,8.2667,5.2633,3.9733,0.1186,1.5967,4.0,0,3.6,1.14,9.5,3.82,3.46,0.1705,0.92,6.0,0,5.3333,0.9259,4.5,6.333,3.0,5,2,1,4.1294,1.3059,3.6,7.333,3.0,5,3,1,0.25,1.125,1.1999999999999997,0.2200000000000002,-1.2332999999999998,1.4433000000000002,0.5133000000000001,-0.051900000000000016,0.6767,-2.0,0,0.25,1.125,1.2039,-0.3800000000000001,0.8999999999999999,-1.0,0.0,0,-1,0,1.01
778413,2025-04-07,AZ,BAL,109,110,1,5,0,-4,668678.0,621107.0,0.5,0.4,0.5,0.7,-0.2,0.7,5.8,5.1,5.8,5.1,0.4,0.2,0.4,0.0,-1.8,0.0,4.7,4.7,4.7,4.7,4.1,1.2044,10.5778,3.6411,3.2622,0.1962,1.0411,10.666666666666668,0,4.2,1.1467,7.2,4.39,2.22,0.1403,1.29,12.0,0,3.785,0.9813,6.1429,9.0,3.0,7,2,1,3.4679,1.2936,2.0526,9.333,2.0,8,2,1,0.09999999999999998,0.7,-0.10000000000000053,0.05769999999999986,3.3777999999999997,-0.7488999999999999,1.0421999999999998,0.055900000000000005,-0.24890000000000012,-1.3333333333333321,0,0.09999999999999998,0.7,0.31709999999999994,-0.31230000000000013,4.0903,-0.3330000000000002,1.0,-1,0,0,1.0
778412,2025-04-07,KC,MIN,118,142,4,2,1,2,547179.0,680573.0,0.4444,0.4,0.4444,0.0,-0.8,0.0,4.0,4.0,4.0,4.0,0.3333,0.6,0.3333,-1.3333,2.0,-1.3333,3.8889,5.2222,3.8889,5.2222,4.6,1.3356,9.0889,4.4122,3.5311,0.1489,1.2456,5.333333333333333,0,4.5,1.3267,8.8667,3.9633,3.0733,0.157,0.9967,4.0,0,3.7426,1.2772,1.8,8.667,2.333,9,3,1,2.8421,1.1842,3.5,11.0,6.0,12,7,1,0.11110000000000003,1.3333,0.09999999999999964,0.008899999999999908,0.22220000000000084,0.4489000000000005,0.45779999999999976,-0.008099999999999996,0.2489,1.333333333333333,0,0.11110000000000003,1.3333,0.9005000000000001,0.09299999999999997,-1.7,-2.333,-3.667,-3,-4,0,0.97
778414,2025-04-07,ATH,SD,133,135,4,5,0,-1,622663.0,650633.0,0.4,0.4,0.4,-2.1,-2.4,-2.1,4.1,6.2,4.1,6.2,0.8,0.6,0.8,1.8,0.6,1.8,4.6,2.8,4.6,2.8,4.2,1.3133,8.7,4.6567,4.02,0.1247,1.29,12.0,0,4.25,1.3344,10.5278,4.0561,3.8822,0.1737,1.1561,7.666666666666666,0,6.3947,1.7105,2.1818,13.667,5.0,10,2,1,1.6615,0.9462,2.3684,16.667,8.333,11,5,1,-0.4,-3.9000000000000004,-0.04999999999999982,-0.02110000000000012,-1.8277999999999999,0.6006,0.13779999999999948,-0.04899999999999999,0.13390000000000013,4.333333333333334,0,-0.4,-3.9000000000000004,4.7332,0.7642999999999999,-0.18659999999999988,-3.0000000000000018,-3.333,-1,-3,0,0.95
778405,2025-04-07,SEA,HOU,136,117,4,3,1,1,669302.0,669713.0,0.3,0.2,0.3,-1.6,-1.4,-1.6,3.2,4.8,3.2,4.8,0.4444,0.4,0.4444,-1.0,-1.0,-1.0,3.0,4.0,3.0,4.0,3.9,1.0467,10.5,3.2233,2.22,0.2415,0.99,12.0,0,4.65,1.25,8.8833,4.4917,3.5667,0.1446,1.2583,5.0,0,3.8571,1.563,2.0,13.0,2.667,13,3,1,2.271,1.0093,3.6923,12.667,8.333,8,5,1,-0.14440000000000003,-0.6000000000000001,-0.7500000000000004,-0.20330000000000004,1.6166999999999998,-1.2683999999999997,-1.3466999999999998,0.09689999999999999,-0.2683,7.0,0,-0.14440000000000003,-0.6000000000000001,1.5861,0.5536999999999999,-1.6923,0.3330000000000002,-5.666,5,-2,0,0.97
778411,2025-04-07,CHC,TEX,112,140,7,0,1,7,657006.0,543135.0,0.7,0.8,0.7,2.7,3.6,2.7,7.3,4.6,7.3,4.6,0.8,1.0,0.8,-0.1,1.6,-0.1,3.3,3.4,3.3,3.4,4.85,1.2944,7.5944,4.8694,2.5556,0.1353,1.6028,11.666666666666668,0,2.85,0.8833,9.35,3.075,1.6,0.2392,0.875,15.0,0,5.6842,1.8316,1.3529,9.667,5.0,10,5,1,3.2586,1.1379,3.2308,11.333,4.0,11,3,0,-0.10000000000000009,2.8000000000000003,1.9999999999999996,0.4111,-1.7555999999999994,1.7943999999999996,0.9556,-0.10389999999999999,0.7278,-3.333333333333332,0,-0.10000000000000009,2.8000000000000003,2.4255999999999998,0.6937,-1.8779,-1.6660000000000004,1.0,-1,2,1,1.02
778410,2025-04-07,SF,CIN,137,113,0,2,0,-2,657277.0,668881.0,0.8889,1.0,0.8889,2.1111,2.0,2.1111,5.4444,3.3333,5.4444,3.3333,0.3,0.2,0.3,0.1,-1.0,0.1,3.9,3.8,3.9,3.8,3.9,1.2467,8.4,3.89,2.82,0.1581,0.99,12.0,0,3.6,1.0467,9.9,3.4567,2.52,0.2143,0.99,12.0,0,1.75,1.1944,2.4167,15.333,3.667,13,4,1,3.8571,1.1868,1.6,12.0,4.667,12,4,0,0.5889,2.0111,0.2999999999999998,0.19999999999999996,-1.5,0.4333,0.2999999999999998,-0.0562,0.0,0.0,0,0.5889,2.0111,-2.1071,0.007599999999999829,0.8167,3.333,-1.0,1,0,1,0.97
778426,2025-04-07,BOS,TOR,111,141,2,6,0,-4,690916.0,621244.0,0.6,1.0,0.6,1.8,4.6,1.8,6.3,4.5,6.3,4.5,0.5,0.4,0.5,-0.6,-0.6,-0.6,3.5,4.1,3.5,4.1,4.5,1.24,8.0,4.72,2.56,0.1493,1.52,6.0,0,5.3,1.4378,9.3778,4.8744,3.5622,0.1553,1.6411,10.666666666666668,0,3.566,1.1038,3.2222,13.333,9.333,12,7,1,5.6139,1.3366,2.7857,7.333,2.667,9,2,1,0.09999999999999998,2.4,-0.7999999999999998,-0.19779999999999998,-1.3778000000000006,-0.15439999999999987,-1.0021999999999998,-0.006000000000000005,-0.12109999999999999,-4.666666666666668,0,0.09999999999999998,2.4,-2.0479000000000003,-0.23280000000000012,0.4365000000000001,6.0,6.666,3,5,0,1.06
778424,2025-04-07,DET,NYY,116,147,6,2,1,4,663554.0,607074.0,0.5556,0.8,0.5556,0.6667,2.2,0.6667,5.0,4.3333,5.0,4.3333,0.6667,0.6,0.6667,3.4444,2.2,3.4444,8.4444,5.0,8.4444,5.0,3.65,1.1878,8.6944,4.0328,3.4956,0.1459,0.9328,5.666666666666667,0,4.3,1.2422,8.8889,4.5822,3.7911,0.1406,1.3156,11.333333333333332,0,4.6452,0.8065,4.5,10.333,4.0,8,3,1,3.823,1.115,2.45,14.667,6.333,11,4,1,-0.11109999999999998,-2.7777,-0.6499999999999999,-0.054400000000000004,-0.19449999999999967,-0.5494000000000003,-0.2955000000000001,0.005299999999999999,-0.38280000000000014,-5.666666666666665,0,-0.11109999999999998,-2.7777,0.8222,-0.3085,2.05,-4.334,-2.333,-3,-1,0,1.01
778416,2025-04-07,NYM,MIA,121,146,2,0,1,2,673540.0,678368.0,0.6667,0.8,0.6667,1.2222,1.2,1.2222,3.6667,2.4444,3.6667,2.4444,0.5556,0.4,0.5556,-1.0,-2.2,-1.0,3.6667,4.6667,3.6667,4.6667,4.35,1.2167,9.4833,4.1583,2.9667,0.1792,1.2583,5.0,0,4.15,1.3122,8.4722,4.1172,3.3378,0.1401,0.9839,4.333333333333333,0,1.2857,0.9429,3.4,13.0,4.333,10,4,1,3.7934,1.3388,1.2609,6.0,0.0,7,0,0,0.11109999999999998,2.2222,0.1999999999999993,-0.09550000000000014,1.011099999999999,0.04109999999999925,-0.3711000000000002,0.039099999999999996,0.2744,0.666666666666667,0,0.11109999999999998,2.2222,-2.5077,-0.39590000000000003,2.1391,7.0,4.333,3,4,1,0.99
